image,status,texts,raw_texts,scores,boxes,destination,note
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1740903696080-362992984.jpg,no_plate_detected,,,,,D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1740903696080-362992984.jpg,Pipeline returned no plate result.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1740903949194-896015086.jpg,no_plate_detected,,,,,D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1740903949194-896015086.jpg,Pipeline returned no plate result.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1740903980781-890101621.jpeg,ok,37H-00003,,0.920,"[103, 359, 203, 408]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1740906427375-926067150.jpeg,ok,20C-25735,,0.884,"[116, 355, 195, 392]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1740909965894-225277153.jpg,ok,37C-46597,,0.919,"[860, 2359, 1393, 2643]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1740910337856-364845428.jpeg,ocr_empty,,429K0200261M1,0.833,"[135, 354, 211, 377]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1740910337856-364845428.jpeg,All OCR texts are empty. Rejected raw OCR: 429K0200261M1
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1740910635240-8141790.jpg,ok,37HD-45888 | , | ,0.954 | 0.441,"[758, 2212, 1605, 2635] | [0, 2563, 1944, 3840]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1740913241669-809061480.jpg,ok,37H-05078,,0.863,"[258, 1660, 1616, 2373]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1740914738495-63375443.jpeg,ok,29H-93610,,0.961,"[135, 372, 198, 415]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1740915481702-417174689.jpg,ok,37H-02621,,0.938,"[225, 1680, 1557, 2338]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1740915862072-583941811.jpeg,ok,88C-02426,,0.854,"[129, 356, 186, 391]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1740915969247-181155247.jpeg,ocr_empty,,437L41081,0.893,"[111, 340, 215, 413]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1740915969247-181155247.jpeg,All OCR texts are empty. Rejected raw OCR: 437L41081
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1740917108174-84011639.jpg,ok,48BD-07124 | , | 0D2,0.577 | 0.492,"[756, 2341, 1392, 2589] | [192, 2331, 1387, 2593]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1740921022934-957962491.jpg,ok,44CA-14417,,0.908,"[823, 2250, 1282, 2496]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1740923541811-797843550.jpg,ok,37C-15480,,0.972,"[171, 1037, 942, 1389]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1740925676528-335268398.jpeg,ocr_empty,,34C2096883,0.909,"[140, 353, 204, 387]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1740925676528-335268398.jpeg,All OCR texts are empty. Rejected raw OCR: 34C2096883
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1740926940835-162625382.jpeg,ok,20H-02356,,0.896,"[133, 352, 206, 390]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1740928201008-639064514.jpg,ocr_empty,,20HM000042,0.925,"[837, 2231, 1356, 2500]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1740928201008-639064514.jpg,All OCR texts are empty. Rejected raw OCR: 20HM000042
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1740929439847-717231162.jpeg,ok,37CD-001.44,,0.881,"[103, 348, 237, 380]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1740934085371-881593789.jpg,ok,20F-00565,,0.942,"[829, 2321, 1321, 2610]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1740934638193-119690551.jpg,ocr_empty,,B890,0.713,"[622, 2389, 1504, 2625]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1740934638193-119690551.jpg,All OCR texts are empty. Rejected raw OCR: B890
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1740934651333-687871513.jpg,ok,29D-2026,,0.893,"[830, 2432, 1596, 2655]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1740935745487-140999957.jpeg,ok,12DH-00059,,0.776,"[122, 349, 220, 410]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1740940662599-237268902.jpg,ok,29T-0971,,0.922,"[491, 1535, 929, 1661]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1740941608240-629539179.jpg,ocr_empty,,290240,0.889,"[833, 2460, 1539, 2680]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1740941608240-629539179.jpg,All OCR texts are empty. Rejected raw OCR: 290240
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1740941738647-36328832.jpeg,ok,29M-0871,,0.870,"[106, 349, 217, 381]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1740945715993-683962685.jpeg,ok,29KT-07488,,0.886,"[129, 366, 220, 393]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1740950322496-288255595.jpeg,ok,20HA-00059 | 20HT-00059, | ,0.525 | 0.506,"[69, 333, 226, 403] | [117, 333, 224, 402]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1740957873386-186676999.jpeg,ok,89C-24365,,0.910,"[121, 360, 215, 414]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1740958516977-653242645.jpg,ok,37HM-07725,,0.964,"[645, 2250, 1469, 2636]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1740961143136-922327600.jpeg,ok,37H-01595,,0.943,"[147, 370, 196, 395]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1740961143648-170436559.jpg,ok,37CA-69856,,0.818,"[741, 2209, 1645, 2607]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1740962252822-636051634.jpg,ok,35D-2177,,0.639,"[237, 1945, 1962, 2807]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1740966420507-998563917.jpg,ok,98E-00249,,0.912,"[576, 1488, 858, 1645]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1740966652263-362933325.jpg,ocr_empty,,,0.962,"[369, 2185, 1855, 2568]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1740966652263-362933325.jpg,All OCR texts are empty.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1740967118886-788898148.jpeg,ok,28C-06851,,0.953,"[121, 360, 210, 411]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1740968846021-264469581.jpg,ocr_empty,,,0.960,"[940, 1463, 1743, 1891]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1740968846021-264469581.jpg,All OCR texts are empty.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1740969173885-579786982.jpg,ok,37GC-19815,,0.955,"[668, 2270, 1433, 2625]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1740970641353-526239279.jpeg,ocr_empty,,24BB75,0.953,"[47, 340, 284, 390]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1740970641353-526239279.jpeg,All OCR texts are empty. Rejected raw OCR: 24BB75
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1740975563399-478826788.jpg,ocr_empty,,20259B,0.927,"[734, 2401, 1522, 2588]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1740975563399-478826788.jpg,All OCR texts are empty. Rejected raw OCR: 20259B
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1740983477117-716563954.jpg,ocr_empty,,88,0.349,"[390, 2214, 1090, 2717]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1740983477117-716563954.jpg,All OCR texts are empty. Rejected raw OCR: 88
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1740985231452-539972763.jpg,ok,29M-62126 | 29HT-62126, | ,0.593 | 0.388,"[319, 2328, 1291, 2630] | [721, 2335, 1294, 2616]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1740985591177-595990604.jpg,ocr_empty,,0,0.451,"[136, 1817, 1481, 2205]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1740985591177-595990604.jpg,All OCR texts are empty. Rejected raw OCR: 0
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1740986338395-647220794.jpg,ocr_empty,,B0017,0.618,"[116, 1680, 2153, 2141]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1740986338395-647220794.jpg,All OCR texts are empty. Rejected raw OCR: B0017
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1740986486316-899612676.jpg,ocr_empty,,,0.967,"[34, 1953, 1932, 2980]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1740986486316-899612676.jpg,All OCR texts are empty.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1740989693286-842855740.jpg,ok,37H-03727,,0.977,"[464, 2137, 1548, 2611]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1740991698176-47228639.jpeg,ok,29C-88979,,0.823,"[138, 346, 200, 385]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1740993884118-566837318.jpeg,ocr_empty,,M3A8875,0.398,"[9, 342, 305, 413]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1740993884118-566837318.jpeg,All OCR texts are empty. Rejected raw OCR: M3A8875
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1740993916090-945917135.jpg,ocr_empty,,,0.841,"[1467, 2033, 2072, 2205]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1740993916090-945917135.jpg,All OCR texts are empty.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1740994584637-887043005.jpg,ok,99DC-24814,,0.928,"[1677, 1154, 2673, 1729]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1740994659608-861013194.jpg,ok,98H-04174,,0.934,"[579, 2189, 1608, 2695]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1740995450128-556321645.jpg,ok,29H-39082,,0.919,"[1137, 727, 1470, 938]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1740996695077-806056827.jpg,ocr_empty,,9,0.954,"[102, 972, 1178, 1472]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1740996695077-806056827.jpg,All OCR texts are empty. Rejected raw OCR: 9
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741002463855-232012571.jpeg,ok,88H-00840,,0.847,"[106, 337, 190, 386]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741002465915-478404309.jpg,ok,89BH-00840,,0.858,"[456, 1459, 817, 1672]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741004182374-651092588.jpg,ok,29K-02410,,0.898,"[806, 2471, 1478, 2673]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741007559033-150197270.jpeg,ocr_empty,,7MM29M3001548,0.901,"[116, 353, 232, 385]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1741007559033-150197270.jpeg,All OCR texts are empty. Rejected raw OCR: 7MM29M3001548
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741013844756-385343271.jpeg,ocr_empty,,0MMAM029XK04832,0.763,"[113, 356, 215, 385]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1741013844756-385343271.jpeg,All OCR texts are empty. Rejected raw OCR: 0MMAM029XK04832
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741014827310-440536131.jpeg,ocr_empty,,340151,0.876,"[117, 350, 236, 382]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1741014827310-440536131.jpeg,All OCR texts are empty. Rejected raw OCR: 340151
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741015480321-382592738.jpg,ok,29D-48024,,0.941,"[622, 1934, 1217, 2101]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741015863048-923783886.jpeg,ok,29CD-040.88,,0.857,"[104, 350, 250, 389]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741017494888-174452691.jpg,ocr_empty,,20D5BM,0.939,"[702, 2278, 1461, 2471]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1741017494888-174452691.jpg,All OCR texts are empty. Rejected raw OCR: 20D5BM
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741018322052-432137053.jpeg,ok,29K-04351,,0.935,"[115, 360, 232, 393]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741026036591-591870983.jpg,ok,37CC-28309,,0.878,"[534, 1521, 817, 1685]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741027559698-863190479.jpg,ok,28H-24658,,0.509,"[852, 2252, 1236, 2525]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741027563427-666045984.jpg,ocr_empty,,42DD16568M7,0.825,"[633, 1977, 1162, 2124]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1741027563427-666045984.jpg,All OCR texts are empty. Rejected raw OCR: 42DD16568M7
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741027841057-676516638.jpeg,ocr_empty,,290546,0.743,"[98, 345, 213, 380]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1741027841057-676516638.jpeg,All OCR texts are empty. Rejected raw OCR: 290546
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741035783727-427528847.jpeg,ok,29A-02399,,0.923,"[135, 363, 207, 387]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741044690989-618433630.jpeg,ok,37HD-65400,,0.816,"[147, 357, 211, 399]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741050569379-921353832.jpg,ocr_empty,,MMMMMMMMM,0.934,"[582, 2252, 1669, 2523]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1741050569379-921353832.jpg,All OCR texts are empty. Rejected raw OCR: MMMMMMMMM
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741055242930-227946696.jpg,ok,37H-05969 | , | 6,0.965 | 0.341,"[595, 2262, 1631, 2719] | [908, 0, 1711, 181]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741059189810-179870200.jpg,ocr_empty,,M3SH02056,0.887,"[639, 1919, 1066, 2148]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1741059189810-179870200.jpg,All OCR texts are empty. Rejected raw OCR: M3SH02056
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741060299820-434428556.jpg,ok,37H-05510,,0.982,"[312, 1777, 1412, 2325]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741065146472-367318353.jpeg,ok,37F-00361,,0.895,"[126, 358, 210, 405]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741065313223-191922457.jpeg,ok,37CT-32698,,0.887,"[127, 357, 204, 381]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741068939064-23764496.jpg,ocr_empty,,,0.964,"[1879, 1184, 2765, 1689]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1741068939064-23764496.jpg,All OCR texts are empty.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741070552339-38614009.jpg,ok,37H-03727,,0.904,"[1060, 1197, 1481, 1408]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741071402281-29857877.jpeg,ocr_empty,,99Z-28270,0.953,"[104, 366, 239, 399]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1741071402281-29857877.jpeg,All OCR texts are empty. Rejected raw OCR: 99Z-28270
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741071583899-309446172.jpeg,ok,37C-20568,,0.936,"[100, 347, 213, 407]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741071932373-174540715.jpg,ocr_empty,,37MB4,0.985,"[460, 1745, 1528, 2250]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1741071932373-174540715.jpg,All OCR texts are empty. Rejected raw OCR: 37MB4
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741074325052-572435078.jpg,ocr_empty,,,0.946,"[475, 2064, 1687, 2360]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1741074325052-572435078.jpg,All OCR texts are empty.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741084547275-728852247.jpg,ok,29H-72109,,0.934,"[624, 2258, 1384, 2726]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741090858811-292608704.jpeg,ok,37CD-400.44,,0.960,"[116, 366, 204, 412]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741092760090-64936819(1).jpg,ok,37HD-59983,,0.958,"[599, 2246, 1431, 2653]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741092760090-64936819.jpg,ok,37HD-59983,,0.958,"[599, 2246, 1431, 2653]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741095952488-548917294(1).jpg,ok,37C-25347,,0.772,"[167, 166, 554, 349]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741095952488-548917294.jpg,ok,37C-25347,,0.772,"[167, 166, 554, 349]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741097713139-183944449(1).jpeg,ok,37H-00768,,0.973,"[87, 331, 248, 406]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741097713139-183944449.jpeg,ok,37H-00768,,0.973,"[87, 331, 248, 406]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741100575012-413823341(1).jpeg,ok,37CD-000.69,,0.917,"[85, 366, 242, 401]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741100575012-413823341.jpeg,ok,37CD-000.69,,0.917,"[85, 366, 242, 401]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741102132688-751407618(1).jpeg,ok,29KT-09714,,0.938,"[116, 359, 213, 388]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741102132688-751407618.jpeg,ok,29KT-09714,,0.938,"[116, 359, 213, 388]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741110853499-541154725(1).jpeg,ok,13G-3772,,0.886,"[121, 351, 205, 395]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741110853499-541154725.jpeg,ok,13G-3772,,0.886,"[121, 351, 205, 395]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741115871994-201933895(1).jpeg,ok,29AK-02410,,0.889,"[121, 356, 227, 386]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741115871994-201933895.jpeg,ok,29AK-02410,,0.889,"[121, 356, 227, 386]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741116421561-639857407(1).jpeg,ocr_empty,,90Z-0267,0.896,"[100, 360, 228, 396]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1741116421561-639857407(1).jpeg,All OCR texts are empty. Rejected raw OCR: 90Z-0267
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741116421561-639857407.jpeg,ocr_empty,,90Z-0267,0.896,"[100, 360, 228, 396]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1741116421561-639857407.jpeg,All OCR texts are empty. Rejected raw OCR: 90Z-0267
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741120615602-222270997(1).jpg,no_plate_detected,,,,,D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1741120615602-222270997(1).jpg,Pipeline returned no plate result.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741120615602-222270997.jpg,no_plate_detected,,,,,D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1741120615602-222270997.jpg,Pipeline returned no plate result.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741134625449-868594154(1).jpg,ok,29K-10537,,0.883,"[552, 1514, 862, 1686]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741134625449-868594154.jpg,ok,29K-10537,,0.883,"[552, 1514, 862, 1686]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741136094790-878675281.jpg,ok,33D-0014,,0.915,"[557, 1607, 840, 1687]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741136765815-143335814.jpeg,ok,37H-03727,,0.888,"[129, 361, 214, 406]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741137012422-199290419.jpg,ok,37H-05536,,0.923,"[657, 1902, 1189, 2173]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741147573399-810789105.jpg,ok,37H-04588,,0.873,"[504, 1499, 816, 1677]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741149122705-184533577.jpg,ocr_empty,,,0.876,"[754, 2413, 1510, 2600]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1741149122705-184533577.jpg,All OCR texts are empty.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741151870981-117539133.jpg,ok,37FE-00361,,0.931,"[791, 2249, 1369, 2578]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741157757902-410277542.jpeg,ok,37H-04588,,0.909,"[119, 337, 221, 389]",,At least one OCR text has a valid Vietnamese plate format.
